"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description","comparacion"
"ENSSSAG00000001445",644.603523417073,-2.60335555291082,0.771302717211284,-3.37527081756369,0.000737430843332866,0.00129809032431701,"trim35-13","tripartite motif containing 35-13 [Source:ZFIN;Acc:ZDB-GENE-110920-5]","brain vs d_intestine"
"ENSSSAG00000002615",5.13625488560217,0.0668783916308846,1.3121754943452,0.0509675663957267,0.959351365210392,0.968590386984273,"trim16","tripartite motif containing 16 [Source:ZFIN;Acc:ZDB-GENE-090512-6]","brain vs d_intestine"
"ENSSSAG00000005112",77.2840269344642,2.85589172150889,0.360719909310445,7.91720015390402,2.42918535448716e-15,1.29203050074254e-14,"trim2a","tripartite motif containing 2a [Source:ZFIN;Acc:ZDB-GENE-050327-99]","brain vs d_intestine"
"ENSSSAG00000005827",170.163496941861,5.4939318968677,0.764659610852707,7.18480722519287,6.73020795711228e-13,2.89728506577092e-12,"trim46b","tripartite motif containing 46b [Source:ZFIN;Acc:ZDB-GENE-060503-466]","brain vs d_intestine"
"ENSSSAG00000007291",157.954008735429,0.132853023046012,0.124715219516991,1.06525108611874,0.286762321243062,0.338297745024047,"tri13","Tripartite motif-containing protein 13 [Source:NCBI gene (formerly Entrezgene);Acc:100194870]","brain vs d_intestine"
"ENSSSAG00000008294",549.314231485424,1.72587775867221,0.142769604067424,12.0885518310827,1.21407852891037e-33,2.99012594472655e-32,"trim37","tripartite motif containing 37 [Source:ZFIN;Acc:ZDB-GENE-030131-2957]","brain vs d_intestine"
"ENSSSAG00000008335",179.221759682319,-1.13487366092996,0.273477579698963,-4.14978683875729,3.32785032250402e-05,6.85230980438296e-05,"trim35-14","tripartite motif containing 35-14 [Source:ZFIN;Acc:ZDB-GENE-110920-6]","brain vs d_intestine"
"ENSSSAG00000008703",374.312113771664,3.61743116576369,0.240061714736996,15.0687550062984,2.59965764619653e-51,2.38154151050747e-49,"trim2a","tripartite motif containing 2a [Source:ZFIN;Acc:ZDB-GENE-050327-99]","brain vs d_intestine"
"ENSSSAG00000009437",141.891736454046,-3.17919351490394,0.490216481556733,-6.48528483744179,8.85643063103324e-11,3.1476775617493e-10,"trim69","tripartite motif containing 69 [Source:ZFIN;Acc:ZDB-GENE-030131-857]","brain vs d_intestine"
"ENSSSAG00000009598",10.2235756774653,-5.76266492949914,0.944177559349862,-6.10336993548881,1.03855086023271e-09,3.34076139788861e-09,"trim107","tripartite motif containing 107 [Source:ZFIN;Acc:ZDB-GENE-110919-5]","brain vs d_intestine"
"ENSSSAG00000009878",44.2522448534507,1.5001935148114,0.216086812151359,6.94255007918107,3.85084369913084e-12,1.54565409709433e-11,"trim47","tripartite motif containing 47 [Source:ZFIN;Acc:ZDB-GENE-040426-1000]","brain vs d_intestine"
"ENSSSAG00000025371",43.6934750246884,2.25171922170803,0.496773223402823,4.53269040203915,5.82371412585951e-06,1.29784021348656e-05,"trim46a","tripartite motif containing 46a [Source:ZFIN;Acc:ZDB-GENE-110825-1]","brain vs d_intestine"
"ENSSSAG00000025557",468.116865651727,1.2673582112783,0.118289960145308,10.7139964348747,8.75010635165503e-27,1.25763533703095e-25,"trim33","tripartite motif containing 33 [Source:ZFIN;Acc:ZDB-GENE-030131-2773]","brain vs d_intestine"
"ENSSSAG00000034367",50.6385075598719,4.57278062997806,0.761804089871983,6.00256770838089,1.94221225813735e-09,6.09900692209733e-09,"trim9","tripartite motif containing 9 [Source:ZFIN;Acc:ZDB-GENE-030131-8043]","brain vs d_intestine"
"ENSSSAG00000040244",122.035451607306,-0.498106073659604,0.254345702975933,-1.95838210683959,0.0501851927677163,0.0686786228483958,"TRIM32","tripartite motif containing 32 [Source:HGNC Symbol;Acc:HGNC:16380]","brain vs d_intestine"
"ENSSSAG00000044254",154.169393935951,4.9900746322354,0.490453073124995,10.1744181159686,2.57936988079987e-24,3.02707314146309e-23,"trim2b","tripartite motif containing 2b [Source:ZFIN;Acc:ZDB-GENE-090312-70]","brain vs d_intestine"
"ENSSSAG00000044389",743.0309695467,-1.10735837126024,0.86248006631048,-1.28392343720742,0.199168745751004,0.24356582097658,"trim35-13","tripartite motif containing 35-13 [Source:ZFIN;Acc:ZDB-GENE-110920-5]","brain vs d_intestine"
"ENSSSAG00000044392",214.829004736019,3.27715932432595,0.477033624296423,6.86987071227826,6.42601163910026e-12,2.53401881079636e-11,"trim36","tripartite motif containing 36 [Source:ZFIN;Acc:ZDB-GENE-040426-2936]","brain vs d_intestine"
"ENSSSAG00000044852",430.727004081644,0.610457911119227,0.154719947896656,3.94556693831733,7.9611387014231e-05,0.000157024139717339,"trim33","tripartite motif containing 33 [Source:ZFIN;Acc:ZDB-GENE-030131-2773]","brain vs d_intestine"
"ENSSSAG00000046769",616.6427765946,1.28974116592522,0.430324186425787,2.99713845191373,0.00272526910531799,0.00447550975855728,"trim3a","tripartite motif containing 3a [Source:ZFIN;Acc:ZDB-GENE-080522-4]","brain vs d_intestine"
"ENSSSAG00000046838",699.050328738303,-0.552538573756252,0.210062118112798,-2.63035800419547,0.00852949933732305,0.0130946168242305,"trim25","tripartite motif containing 25 [Source:ZFIN;Acc:ZDB-GENE-040426-797]","brain vs d_intestine"
"ENSSSAG00000047165",603.755200311661,1.89050755309368,0.247256381934951,7.64594037290022,2.07423777148008e-14,1.01915775415993e-13,"trim3a","tripartite motif containing 3a [Source:ZFIN;Acc:ZDB-GENE-080522-4]","brain vs d_intestine"
"ENSSSAG00000049116",68.5911762907791,1.51060078830705,0.218266363019521,6.92090511524192,4.48767009742148e-12,1.79091152009973e-11,"trim13","tripartite motif containing 13 [Source:ZFIN;Acc:ZDB-GENE-050522-516]","brain vs d_intestine"
"ENSSSAG00000049938",31.240687946898,-0.173578536605447,0.892387579081025,-0.194510256164925,0.845776365831715,0.87245581499331,"trim35-12","tripartite motif containing 35-12 [Source:ZFIN;Acc:ZDB-GENE-110920-4]","brain vs d_intestine"
"ENSSSAG00000054152",593.380797347788,0.283301518889768,0.247380050296675,1.14520762102689,0.252123162155945,0.301240159220272,"trim25","tripartite motif containing 25 [Source:ZFIN;Acc:ZDB-GENE-040426-797]","brain vs d_intestine"
"ENSSSAG00000054481",101.924439895811,5.99507410570222,0.771450547383947,7.77117097917944,7.7763845216551e-15,3.96855734361024e-14,"trim46b","tripartite motif containing 46b [Source:ZFIN;Acc:ZDB-GENE-060503-466]","brain vs d_intestine"
"ENSSSAG00000056421",229.809088500843,0.593963006747185,0.431081078713887,1.37784522697969,0.168251078932561,0.208956211519013,"trim66","tripartite motif containing 66 [Source:ZFIN;Acc:ZDB-GENE-040724-145]","brain vs d_intestine"
